,timestamp,Node 2,Node 9,Node 11,Node 12,Node 13,Node 21,Node 22,Node 23,Node 31,Node 32,Link 9,Link 10,Link 11,Link 12,Link 21,Link 22,Link 31,Link 110,Link 111,Link 112,Link 113,Link 121,Link 122,Pressure 2,Pressure 10,Pressure 11,Pressure 12,Pressure 13,Pressure 21,Pressure 22,Pressure 23,Pressure 31,Pressure 32
0,2017-01-01 00:00:00,288.0,-435.6,18.0,18.0,14.4,21.6,18.0,28.8,14.4,14.4,435.6,435.6,18.0,14.4,68.4,25.2,10.8,-288.0,115.2,-18.0,0.0,25.2,7.2,36.576,87.312,83.504,82.337,83.774,83.852,83.937,85.294,82.542,79.052
1,2017-01-01 00:30:00,298.8,-432.0,14.4,18.0,14.4,18.0,18.0,21.6,14.4,14.4,432.0,432.0,14.4,10.8,72.0,25.2,10.8,-298.8,111.6,-21.6,-3.6,25.2,3.6,37.349,88.028,84.28,83.113,84.586,84.716,84.755,86.124,83.544,80.025
2,2017-01-01 01:00:00,306.0,-428.4,14.4,14.4,14.4,18.0,14.4,21.6,14.4,14.4,428.4,428.4,14.4,7.2,72.0,25.2,10.8,-306.0,111.6,-25.2,-3.6,21.6,3.6,38.152,88.761,85.075,83.918,85.412,85.578,85.604,86.98,84.446,80.893
3,2017-01-01 01:30:00,316.8,-424.8,14.4,14.4,10.8,14.4,14.4,18.0,10.8,10.8,424.8,424.8,14.4,3.6,72.0,25.2,10.8,-316.8,108.0,-32.4,-7.2,21.6,3.6,38.974,89.501,85.878,84.743,86.255,86.477,86.488,87.863,85.439,81.874
4,2017-01-01 02:00:00,320.4,-421.2,14.4,10.8,10.8,14.4,10.8,18.0,10.8,10.8,421.2,421.2,14.4,3.6,72.0,25.2,10.8,-320.4,108.0,-32.4,-7.2,21.6,0.0,39.824,90.242,86.682,85.594,87.113,87.37,87.371,88.753,86.361,82.788
5,2017-01-01 02:30:00,320.4,-417.6,10.8,10.8,7.2,14.4,10.8,18.0,10.8,10.8,417.6,417.6,10.8,3.6,72.0,25.2,10.8,-320.4,108.0,-32.4,-7.2,21.6,0.0,40.686,90.987,87.49,86.455,87.977,88.191,88.222,89.611,87.154,83.63
6,2017-01-01 03:00:00,313.2,-414.0,10.8,10.8,10.8,14.4,10.8,18.0,10.8,10.8,414.0,414.0,10.8,3.6,68.4,25.2,10.8,-313.2,104.4,-32.4,-7.2,21.6,0.0,41.543,91.702,88.266,87.311,88.83,89.009,89.066,90.451,88.003,84.474
7,2017-01-01 03:30:00,306.0,-410.4,10.8,10.8,10.8,14.4,10.8,18.0,10.8,10.8,410.4,410.4,10.8,3.6,68.4,25.2,10.8,-306.0,104.4,-28.8,-7.2,21.6,3.6,42.387,92.392,89.015,88.152,89.668,89.76,89.878,91.268,88.753,85.244
8,2017-01-01 04:00:00,291.6,-406.8,14.4,14.4,10.8,14.4,14.4,21.6,14.4,14.4,406.8,406.8,14.4,7.2,68.4,25.2,10.8,-291.6,104.4,-25.2,-3.6,21.6,3.6,43.204,93.027,89.705,88.966,90.461,90.464,90.631,92.015,89.429,85.952
9,2017-01-01 04:30:00,277.2,-403.2,14.4,14.4,10.8,18.0,18.0,21.6,14.4,14.4,403.2,403.2,14.4,10.8,64.8,21.6,7.2,-277.2,104.4,-21.6,-3.6,21.6,3.6,43.985,93.633,90.362,89.743,91.225,91.137,91.367,92.762,90.102,86.633
10,2017-01-01 05:00:00,255.6,-399.6,18.0,18.0,14.4,21.6,18.0,25.2,14.4,14.4,399.6,399.6,18.0,14.4,61.2,21.6,7.2,-255.6,104.4,-10.8,0.0,21.6,7.2,44.733,94.156,90.929,90.485,91.92,91.677,92.048,93.443,90.579,87.139
11,2017-01-01 05:30:00,234.0,-396.0,18.0,18.0,14.4,21.6,21.6,28.8,18.0,18.0,396.0,396.0,18.0,18.0,57.6,25.2,7.2,-234.0,104.4,-3.6,3.6,25.2,7.2,45.417,94.691,91.511,91.165,92.567,92.225,92.691,94.062,90.932,87.578
12,2017-01-01 06:00:00,0.0,-180.0,18.0,21.6,18.0,25.2,28.8,32.4,18.0,18.0,180.0,180.0,18.0,28.8,14.4,21.6,3.6,0.0,64.8,46.8,10.8,25.2,14.4,45.72,121.872,121.127,123.66,124.896,123.28,124.721,126.14,122.121,118.923
13,2017-01-01 06:30:00,0.0,-208.8,25.2,25.2,21.6,28.8,28.8,36.0,21.6,18.0,208.8,208.8,25.2,32.4,14.4,21.6,3.6,0.0,72.0,54.0,10.8,25.2,14.4,45.72,119.542,118.575,120.972,122.13,120.489,121.921,123.316,119.112,115.939
14,2017-01-01 07:00:00,0.0,-237.6,28.8,28.8,25.2,32.4,32.4,43.2,25.2,21.6,237.6,237.6,28.8,39.6,21.6,28.8,3.6,0.0,82.8,61.2,14.4,28.8,18.0,45.72,116.578,115.334,117.527,118.545,116.933,118.308,119.631,115.095,111.887
15,2017-01-01 07:30:00,0.0,-248.4,28.8,32.4,25.2,36.0,36.0,43.2,25.2,21.6,248.4,248.4,28.8,39.6,21.6,28.8,7.2,0.0,86.4,61.2,14.4,28.8,18.0,45.72,115.528,114.188,116.324,117.356,115.675,117.05,118.389,113.844,110.615
16,2017-01-01 08:00:00,0.0,-270.0,28.8,32.4,28.8,36.0,43.2,46.8,28.8,25.2,270.0,270.0,28.8,43.2,25.2,32.4,7.2,0.0,93.6,68.4,18.0,32.4,18.0,45.72,113.121,111.561,113.52,114.429,112.747,114.064,115.352,110.475,107.202
17,2017-01-01 08:30:00,0.0,-280.8,36.0,36.0,28.8,39.6,43.2,43.2,28.8,25.2,280.8,280.8,36.0,43.2,21.6,28.8,7.2,0.0,97.2,68.4,14.4,32.4,18.0,45.72,111.756,110.073,111.989,112.9,111.2,112.561,113.903,108.955,105.691
18,2017-01-01 09:00:00,0.0,-295.2,36.0,39.6,32.4,39.6,43.2,46.8,32.4,25.2,295.2,295.2,36.0,46.8,25.2,32.4,7.2,0.0,100.8,72.0,14.4,36.0,21.6,45.72,109.821,107.963,109.745,110.585,108.916,110.244,111.537,106.246,102.993
19,2017-01-01 09:30:00,0.0,-306.0,32.4,39.6,32.4,43.2,50.4,50.4,32.4,25.2,306.0,306.0,32.4,50.4,25.2,32.4,7.2,0.0,104.4,75.6,18.0,36.0,21.6,45.72,108.404,106.42,108.075,108.836,107.16,108.432,109.69,104.466,101.222
20,2017-01-01 10:00:00,0.0,-309.6,36.0,43.2,32.4,43.2,50.4,50.4,32.4,25.2,309.6,309.6,36.0,50.4,25.2,32.4,7.2,0.0,108.0,75.6,18.0,39.6,21.6,45.72,107.812,105.776,107.411,108.188,106.473,107.766,109.042,103.638,100.414
21,2017-01-01 10:30:00,0.0,-306.0,36.0,39.6,32.4,39.6,50.4,50.4,32.4,28.8,306.0,306.0,36.0,50.4,25.2,32.4,7.2,0.0,104.4,75.6,18.0,36.0,21.6,45.72,108.619,106.654,108.35,109.125,107.458,108.741,110.027,104.762,101.492
22,2017-01-01 11:00:00,0.0,-306.0,36.0,36.0,32.4,43.2,50.4,50.4,28.8,25.2,306.0,306.0,36.0,50.4,25.2,32.4,7.2,0.0,104.4,79.2,18.0,36.0,21.6,45.72,108.334,106.344,108.034,108.799,107.083,108.37,109.634,104.46,101.188
23,2017-01-01 11:30:00,0.0,-298.8,36.0,32.4,28.8,43.2,46.8,50.4,28.8,25.2,298.8,298.8,36.0,46.8,25.2,32.4,7.2,0.0,104.4,75.6,18.0,36.0,21.6,45.72,109.704,107.836,109.651,110.496,108.685,110.002,111.273,106.077,102.839
24,2017-01-01 12:00:00,0.0,-291.6,39.6,32.4,32.4,39.6,46.8,46.8,28.8,25.2,291.6,291.6,39.6,50.4,25.2,32.4,7.2,0.0,100.8,72.0,14.4,36.0,21.6,45.72,110.214,108.392,110.226,111.03,109.367,110.674,111.973,106.881,103.599
25,2017-01-01 12:30:00,0.0,-280.8,36.0,32.4,32.4,36.0,43.2,43.2,28.8,25.2,280.8,280.8,36.0,46.8,21.6,28.8,7.2,0.0,93.6,68.4,14.4,36.0,18.0,45.72,111.92,110.251,112.172,113.046,111.401,112.735,114.059,109.061,105.796
26,2017-01-01 13:00:00,0.0,-259.2,32.4,32.4,28.8,32.4,39.6,43.2,25.2,21.6,259.2,259.2,32.4,43.2,25.2,28.8,3.6,0.0,86.4,64.8,14.4,32.4,18.0,45.72,114.268,112.813,114.855,115.791,114.242,115.567,116.886,112.177,108.976
27,2017-01-01 13:30:00,0.0,-252.0,32.4,28.8,25.2,36.0,39.6,43.2,25.2,21.6,252.0,252.0,32.4,39.6,21.6,28.8,7.2,0.0,86.4,64.8,14.4,32.4,18.0,45.72,114.978,113.587,115.714,116.735,115.015,116.386,117.726,113.041,109.821
28,2017-01-01 14:00:00,0.0,-230.4,28.8,28.8,25.2,32.4,32.4,39.6,25.2,21.6,230.4,230.4,28.8,36.0,18.0,25.2,3.6,0.0,79.2,57.6,14.4,28.8,14.4,45.72,117.393,116.225,118.499,119.586,117.934,119.344,120.716,116.291,113.12
29,2017-01-01 14:30:00,0.0,-230.4,28.8,28.8,25.2,32.4,32.4,36.0,21.6,21.6,230.4,230.4,28.8,36.0,18.0,25.2,3.6,0.0,79.2,57.6,14.4,28.8,14.4,45.72,117.518,116.362,118.64,119.725,118.086,119.499,120.875,116.496,113.313
30,2017-01-01 15:00:00,0.0,-219.6,25.2,28.8,21.6,28.8,36.0,36.0,21.6,18.0,219.6,219.6,25.2,36.0,18.0,21.6,3.6,0.0,75.6,54.0,10.8,28.8,14.4,45.72,118.437,117.367,119.672,120.813,119.181,120.578,121.974,117.655,114.504
31,2017-01-01 15:30:00,0.0,-219.6,25.2,25.2,25.2,28.8,36.0,36.0,21.6,21.6,219.6,219.6,25.2,36.0,21.6,25.2,7.2,0.0,75.6,57.6,10.8,28.8,14.4,45.72,118.323,117.242,119.536,120.612,119.023,120.4,121.775,117.412,114.157
32,2017-01-01 16:00:00,0.0,-223.2,28.8,25.2,21.6,28.8,36.0,39.6,21.6,21.6,223.2,223.2,28.8,36.0,18.0,25.2,7.2,0.0,75.6,57.6,14.4,28.8,14.4,45.72,118.244,117.155,119.471,120.59,118.951,120.335,121.702,117.355,114.14
33,2017-01-01 16:30:00,0.0,-223.2,28.8,25.2,25.2,28.8,32.4,39.6,21.6,21.6,223.2,223.2,28.8,36.0,18.0,25.2,7.2,0.0,75.6,57.6,14.4,28.8,18.0,45.72,118.002,116.891,119.184,120.267,118.643,120.045,121.409,116.956,113.74
34,2017-01-01 17:00:00,0.0,-226.8,28.8,28.8,21.6,28.8,36.0,36.0,21.6,21.6,226.8,226.8,28.8,36.0,18.0,25.2,3.6,0.0,75.6,57.6,14.4,28.8,14.4,45.72,117.868,116.744,119.032,120.138,118.506,119.892,121.271,116.923,113.758
35,2017-01-01 17:30:00,0.0,-234.0,28.8,28.8,28.8,32.4,36.0,39.6,21.6,21.6,234.0,234.0,28.8,39.6,21.6,25.2,7.2,0.0,79.2,57.6,14.4,28.8,14.4,45.72,116.869,115.652,117.878,118.906,117.324,118.693,120.055,115.79,112.521
36,2017-01-01 18:00:00,0.0,-234.0,28.8,28.8,25.2,32.4,36.0,39.6,21.6,21.6,234.0,234.0,28.8,36.0,18.0,25.2,7.2,0.0,79.2,57.6,14.4,28.8,18.0,45.72,117.16,115.971,118.202,119.278,117.635,119.027,120.39,115.914,112.657
37,2017-01-01 18:30:00,0.0,-252.0,28.8,32.4,28.8,32.4,36.0,43.2,25.2,21.6,252.0,252.0,28.8,43.2,21.6,28.8,7.2,0.0,86.4,61.2,14.4,32.4,18.0,45.72,115.285,113.922,116.037,117.02,115.404,116.77,118.101,113.486,110.264
38,2017-01-01 19:00:00,0.0,-248.4,28.8,28.8,25.2,32.4,43.2,39.6,25.2,21.6,248.4,248.4,28.8,39.6,21.6,25.2,7.2,0.0,86.4,64.8,14.4,32.4,18.0,45.72,115.492,114.149,116.282,117.3,115.628,116.99,118.372,113.705,110.472
