,timestamp,Node 2,Node 9,Node 11,Node 12,Node 13,Node 21,Node 22,Node 23,Node 31,Node 32,Link 9,Link 10,Link 11,Link 12,Link 21,Link 22,Link 31,Link 110,Link 111,Link 112,Link 113,Link 121,Link 122,Pressure 2,Pressure 10,Pressure 11,Pressure 12,Pressure 13,Pressure 21,Pressure 22,Pressure 23,Pressure 31,Pressure 32
0,2017-01-01 00:00:00,259.2,-403.2,21.6,18.0,14.4,18.0,25.2,21.6,14.4,10.8,403.2,403.2,21.6,10.8,61.2,28.8,10.8,-259.2,108.0,-10.8,-3.6,25.2,0.0,36.576,93.348,84.633,82.338,83.771,83.682,83.885,85.323,83.122,79.306
1,2017-01-01 00:30:00,277.2,-399.6,18.0,14.4,10.8,18.0,21.6,18.0,14.4,10.8,399.6,399.6,18.0,3.6,64.8,21.6,10.8,-277.2,104.4,-21.6,-7.2,25.2,-0.0,37.27,93.904,85.315,83.037,84.533,84.467,84.652,86.11,83.927,80.091
2,2017-01-01 01:00:00,284.4,-396.0,18.0,14.4,10.8,14.4,18.0,14.4,10.8,10.8,396.0,396.0,18.0,3.6,64.8,25.2,10.8,-284.4,104.4,-28.8,-10.8,21.6,-3.6,38.013,94.512,86.061,83.783,85.298,85.378,85.451,86.907,84.88,80.948
3,2017-01-01 01:30:00,295.2,-392.4,14.4,14.4,10.8,14.4,14.4,14.4,10.8,7.2,392.4,392.4,14.4,-0.0,64.8,25.2,10.8,-295.2,100.8,-32.4,-10.8,21.6,-3.6,38.782,95.158,86.852,84.555,86.081,86.217,86.265,87.72,85.756,81.831
4,2017-01-01 02:00:00,302.4,-388.8,14.4,10.8,10.8,10.8,14.4,10.8,10.8,7.2,388.8,388.8,14.4,-3.6,68.4,25.2,10.8,-302.4,100.8,-36.0,-10.8,21.6,-3.6,39.577,95.752,87.582,85.352,86.889,87.107,87.108,88.562,86.683,82.752
5,2017-01-01 02:30:00,298.8,-385.2,14.4,10.8,7.2,10.8,14.4,10.8,7.2,7.2,385.2,385.2,14.4,-3.6,68.4,25.2,10.8,-298.8,97.2,-36.0,-10.8,21.6,-3.6,40.385,96.356,88.323,86.16,87.701,87.92,87.923,89.379,87.512,83.573
6,2017-01-01 03:00:00,295.2,-381.6,14.4,10.8,10.8,10.8,14.4,10.8,10.8,7.2,381.6,381.6,14.4,-3.6,64.8,21.6,10.8,-295.2,97.2,-32.4,-10.8,21.6,-3.6,41.191,96.921,89.017,86.965,88.497,88.619,88.701,90.16,88.198,84.315
7,2017-01-01 03:30:00,288.0,-378.0,14.4,14.4,10.8,14.4,14.4,10.8,10.8,7.2,378.0,378.0,14.4,-0.0,64.8,21.6,10.8,-288.0,97.2,-32.4,-10.8,21.6,-3.6,41.983,97.477,89.7,87.754,89.28,89.335,89.468,90.929,88.926,85.051
8,2017-01-01 04:00:00,273.6,-378.0,14.4,14.4,10.8,14.4,18.0,14.4,10.8,7.2,378.0,378.0,14.4,3.6,61.2,21.6,10.8,-273.6,97.2,-25.2,-7.2,21.6,-3.6,42.753,97.99,90.33,88.519,90.038,89.954,90.174,91.64,89.522,85.658
9,2017-01-01 04:30:00,259.2,-374.4,18.0,14.4,10.8,18.0,18.0,14.4,10.8,10.8,374.4,374.4,18.0,3.6,61.2,21.6,10.8,-259.2,97.2,-21.6,-7.2,21.6,-0.0,43.485,98.469,90.918,89.247,90.749,90.534,90.854,92.319,90.081,86.297
10,2017-01-01 05:00:00,237.6,-370.8,21.6,18.0,14.4,18.0,21.6,18.0,14.4,10.8,370.8,370.8,21.6,7.2,57.6,21.6,10.8,-237.6,97.2,-10.8,-7.2,21.6,0.0,44.185,98.855,91.393,89.94,91.397,91.046,91.492,92.957,90.556,86.899
11,2017-01-01 05:30:00,208.8,-370.8,25.2,21.6,18.0,21.6,25.2,21.6,18.0,14.4,370.8,370.8,25.2,10.8,50.4,25.2,7.2,-208.8,97.2,3.6,-7.2,25.2,3.6,44.821,99.229,91.852,90.57,91.974,91.468,92.086,93.53,90.901,87.368
12,2017-01-01 06:00:00,183.6,-367.2,25.2,25.2,18.0,25.2,32.4,21.6,21.6,14.4,367.2,367.2,25.2,14.4,46.8,25.2,7.2,-183.6,100.8,21.6,-3.6,28.8,7.2,45.385,99.529,92.221,91.127,92.461,91.755,92.563,94.002,91.044,87.578
13,2017-01-01 06:30:00,0.0,-198.0,28.8,25.2,21.6,28.8,32.4,25.2,18.0,18.0,198.0,198.0,28.8,25.2,7.2,21.6,7.2,0.0,61.2,57.6,7.2,25.2,10.8,45.72,120.303,117.937,120.041,120.969,119.487,120.982,122.454,118.901,115.583
14,2017-01-01 07:00:00,0.0,-241.2,32.4,28.8,25.2,36.0,43.2,32.4,21.6,21.6,241.2,241.2,32.4,32.4,10.8,25.2,7.2,0.0,75.6,68.4,7.2,28.8,14.4,45.72,116.285,112.925,114.607,115.281,113.817,115.295,116.744,112.994,109.505
15,2017-01-01 07:30:00,0.0,-255.6,36.0,32.4,25.2,36.0,43.2,36.0,21.6,21.6,255.6,255.6,36.0,32.4,10.8,25.2,7.2,0.0,79.2,72.0,10.8,32.4,14.4,45.72,114.928,111.238,112.799,113.432,111.95,113.421,114.869,111.086,107.567
16,2017-01-01 08:00:00,0.0,-270.0,32.4,36.0,28.8,39.6,46.8,32.4,28.8,21.6,270.0,270.0,32.4,36.0,10.8,25.2,7.2,0.0,86.4,75.6,7.2,36.0,14.4,45.72,113.215,109.112,110.458,110.976,109.499,110.982,112.431,108.451,105.043
17,2017-01-01 08:30:00,0.0,-295.2,39.6,36.0,28.8,43.2,50.4,39.6,28.8,25.2,295.2,295.2,39.6,39.6,10.8,28.8,7.2,0.0,93.6,86.4,10.8,36.0,14.4,45.72,110.108,105.264,106.348,106.671,105.196,106.66,108.08,104.03,100.473
18,2017-01-01 09:00:00,0.0,-316.8,43.2,39.6,32.4,46.8,50.4,46.8,28.8,28.8,316.8,316.8,43.2,43.2,10.8,36.0,10.8,0.0,100.8,90.0,10.8,39.6,18.0,45.72,107.301,101.795,102.601,102.745,101.316,102.776,104.153,99.972,96.311
19,2017-01-01 09:30:00,0.0,-320.4,43.2,39.6,28.8,46.8,50.4,50.4,32.4,28.8,320.4,320.4,43.2,43.2,10.8,36.0,10.8,0.0,100.8,93.6,14.4,43.2,18.0,45.72,106.699,101.052,101.817,101.955,100.464,101.926,103.302,99.011,95.253
20,2017-01-01 10:00:00,0.0,-324.0,43.2,36.0,28.8,46.8,57.6,43.2,32.4,28.8,324.0,324.0,43.2,43.2,10.8,28.8,10.8,0.0,104.4,97.2,14.4,43.2,18.0,45.72,106.064,100.269,101.009,101.117,99.563,101.033,102.457,97.964,94.266
21,2017-01-01 10:30:00,0.0,-331.2,43.2,43.2,28.8,50.4,57.6,46.8,36.0,25.2,331.2,331.2,43.2,43.2,10.8,32.4,7.2,0.0,108.0,97.2,14.4,43.2,18.0,45.72,104.81,98.722,99.27,99.294,97.774,99.24,100.633,96.173,92.635
22,2017-01-01 11:00:00,0.0,-316.8,43.2,39.6,28.8,50.4,57.6,43.2,32.4,28.8,316.8,316.8,43.2,43.2,10.8,28.8,10.8,0.0,104.4,93.6,14.4,43.2,18.0,45.72,106.833,101.218,101.993,102.155,100.561,102.045,103.48,99.011,95.284
