,timestamp,Index,Label
0,2017-01-01 00:00:00,1,0.0
1,2017-01-01 00:30:00,2,0.0
2,2017-01-01 01:00:00,3,0.0
3,2017-01-01 01:30:00,4,0.0
4,2017-01-01 02:00:00,5,0.0
5,2017-01-01 02:30:00,6,0.0
6,2017-01-01 03:00:00,7,0.0
7,2017-01-01 03:30:00,8,0.0
8,2017-01-01 04:00:00,9,0.0
9,2017-01-01 04:30:00,10,0.0
10,2017-01-01 05:00:00,11,0.0
11,2017-01-01 05:30:00,12,0.0
12,2017-01-01 06:00:00,13,0.0
13,2017-01-01 06:30:00,14,0.0
14,2017-01-01 07:00:00,15,0.0
15,2017-01-01 07:30:00,16,0.0
16,2017-01-01 08:00:00,17,0.0
17,2017-01-01 08:30:00,18,0.0
18,2017-01-01 09:00:00,19,0.0
19,2017-01-01 09:30:00,20,0.0
20,2017-01-01 10:00:00,21,0.0
21,2017-01-01 10:30:00,22,0.0
22,2017-01-01 11:00:00,23,0.0
23,2017-01-01 11:30:00,24,0.0
24,2017-01-01 12:00:00,25,0.0
25,2017-01-01 12:30:00,26,0.0
26,2017-01-01 13:00:00,27,0.0
27,2017-01-01 13:30:00,28,0.0
28,2017-01-01 14:00:00,29,0.0
29,2017-01-01 14:30:00,30,0.0
30,2017-01-01 15:00:00,31,0.0
31,2017-01-01 15:30:00,32,0.0
32,2017-01-01 16:00:00,33,0.0
33,2017-01-01 16:30:00,34,0.0
34,2017-01-01 17:00:00,35,0.0
35,2017-01-01 17:30:00,36,0.0
36,2017-01-01 18:00:00,37,0.0
37,2017-01-01 18:30:00,38,0.0
38,2017-01-01 19:00:00,39,0.0
39,2017-01-01 19:30:00,40,0.0
40,2017-01-01 20:00:00,41,0.0
41,2017-01-01 20:30:00,42,0.0
42,2017-01-01 21:00:00,43,0.0
43,2017-01-01 21:30:00,44,0.0
44,2017-01-01 22:00:00,45,0.0
45,2017-01-01 22:30:00,46,0.0
46,2017-01-01 23:00:00,47,0.0
47,2017-01-01 23:30:00,48,0.0
48,2017-01-02 00:00:00,49,0.0
49,2017-01-02 00:30:00,50,0.0
50,2017-01-02 01:00:00,51,0.0
51,2017-01-02 01:30:00,52,0.0
52,2017-01-02 02:00:00,53,0.0
53,2017-01-02 02:30:00,54,0.0
54,2017-01-02 03:00:00,55,0.0
55,2017-01-02 03:30:00,56,0.0
56,2017-01-02 04:00:00,57,0.0
57,2017-01-02 04:30:00,58,0.0
58,2017-01-02 05:00:00,59,0.0
59,2017-01-02 05:30:00,60,0.0
60,2017-01-02 06:00:00,61,0.0
61,2017-01-02 06:30:00,62,0.0
62,2017-01-02 07:00:00,63,0.0
63,2017-01-02 07:30:00,64,0.0
64,2017-01-02 08:00:00,65,0.0
65,2017-01-02 08:30:00,66,0.0
66,2017-01-02 09:00:00,67,0.0
67,2017-01-02 09:30:00,68,0.0
68,2017-01-02 10:00:00,69,0.0
69,2017-01-02 10:30:00,70,0.0
70,2017-01-02 11:00:00,71,0.0
71,2017-01-02 11:30:00,72,0.0
72,2017-01-02 12:00:00,73,0.0
73,2017-01-02 12:30:00,74,0.0
74,2017-01-02 13:00:00,75,0.0
75,2017-01-02 13:30:00,76,0.0
76,2017-01-02 14:00:00,77,0.0
77,2017-01-02 14:30:00,78,0.0
78,2017-01-02 15:00:00,79,0.0
79,2017-01-02 15:30:00,80,0.0
80,2017-01-02 16:00:00,81,0.0
81,2017-01-02 16:30:00,82,0.0
82,2017-01-02 17:00:00,83,0.0
83,2017-01-02 17:30:00,84,0.0
84,2017-01-02 18:00:00,85,0.0
85,2017-01-02 18:30:00,86,0.0
86,2017-01-02 19:00:00,87,0.0
87,2017-01-02 19:30:00,88,0.0
88,2017-01-02 20:00:00,89,0.0
89,2017-01-02 20:30:00,90,0.0
90,2017-01-02 21:00:00,91,0.0
91,2017-01-02 21:30:00,92,0.0
92,2017-01-02 22:00:00,93,0.0
93,2017-01-02 22:30:00,94,0.0
94,2017-01-02 23:00:00,95,0.0
95,2017-01-02 23:30:00,96,0.0
96,2017-01-03 00:00:00,97,0.0
97,2017-01-03 00:30:00,98,0.0
98,2017-01-03 01:00:00,99,0.0
99,2017-01-03 01:30:00,100,0.0
100,2017-01-03 02:00:00,101,0.0
101,2017-01-03 02:30:00,102,0.0
102,2017-01-03 03:00:00,103,0.0
103,2017-01-03 03:30:00,104,0.0
104,2017-01-03 04:00:00,105,0.0
105,2017-01-03 04:30:00,106,0.0
106,2017-01-03 05:00:00,107,0.0
107,2017-01-03 05:30:00,108,0.0
108,2017-01-03 06:00:00,109,0.0
109,2017-01-03 06:30:00,110,0.0
110,2017-01-03 07:00:00,111,0.0
111,2017-01-03 07:30:00,112,0.0
112,2017-01-03 08:00:00,113,0.0
113,2017-01-03 08:30:00,114,0.0
114,2017-01-03 09:00:00,115,0.0
115,2017-01-03 09:30:00,116,0.0
116,2017-01-03 10:00:00,117,0.0
117,2017-01-03 10:30:00,118,0.0
118,2017-01-03 11:00:00,119,0.0
119,2017-01-03 11:30:00,120,0.0
120,2017-01-03 12:00:00,121,0.0
121,2017-01-03 12:30:00,122,0.0
122,2017-01-03 13:00:00,123,0.0
123,2017-01-03 13:30:00,124,0.0
124,2017-01-03 14:00:00,125,0.0
125,2017-01-03 14:30:00,126,0.0
126,2017-01-03 15:00:00,127,0.0
127,2017-01-03 15:30:00,128,0.0
128,2017-01-03 16:00:00,129,0.0
129,2017-01-03 16:30:00,130,0.0
130,2017-01-03 17:00:00,131,0.0
131,2017-01-03 17:30:00,132,0.0
