,timestamp,Node 2,Node 9,Node 11,Node 12,Node 13,Node 21,Node 22,Node 23,Node 31,Node 32,Link 9,Link 10,Link 11,Link 12,Link 21,Link 22,Link 31,Link 110,Link 111,Link 112,Link 113,Link 121,Link 122,Pressure 2,Pressure 10,Pressure 11,Pressure 12,Pressure 13,Pressure 21,Pressure 22,Pressure 23,Pressure 31,Pressure 32
0,2017-01-01 00:00:00,277.2,-439.2,25.2,21.6,14.4,21.6,28.8,21.6,18.0,14.4,439.2,439.2,25.2,18.0,25.2,18.0,3.6,-277.2,68.4,32.4,3.6,21.6,10.8,36.576,86.544,82.795,82.338,83.759,82.317,83.721,85.221,81.387,78.226
1,2017-01-01 00:30:00,295.2,-435.6,21.6,18.0,14.4,18.0,25.2,18.0,14.4,14.4,435.6,435.6,21.6,14.4,28.8,18.0,3.6,-295.2,64.8,21.6,3.6,18.0,7.2,37.32,87.234,83.541,83.087,84.543,83.214,84.552,86.052,82.532,79.347
2,2017-01-01 01:00:00,306.0,-432.0,18.0,18.0,10.8,18.0,21.6,14.4,10.8,10.8,432.0,432.0,18.0,10.8,28.8,14.4,3.6,-306.0,64.8,14.4,-0.0,14.4,7.2,38.113,87.975,84.342,83.884,85.362,84.037,85.38,86.886,83.448,80.298
3,2017-01-01 01:30:00,309.6,-428.4,18.0,14.4,10.8,18.0,18.0,14.4,14.4,10.8,428.4,428.4,18.0,10.8,28.8,14.4,3.6,-309.6,64.8,10.8,0.0,18.0,7.2,38.937,88.695,85.122,84.708,86.195,84.872,86.208,87.715,84.252,81.093
4,2017-01-01 02:00:00,313.2,-424.8,18.0,18.0,10.8,14.4,18.0,14.4,10.8,10.8,424.8,424.8,18.0,7.2,32.4,14.4,3.6,-313.2,64.8,7.2,-0.0,14.4,7.2,39.765,89.433,85.92,85.538,87.036,85.753,87.056,88.563,85.211,82.027
5,2017-01-01 02:30:00,313.2,-421.2,18.0,18.0,10.8,14.4,14.4,10.8,10.8,10.8,421.2,421.2,18.0,7.2,32.4,14.4,3.6,-313.2,61.2,3.6,-0.0,14.4,7.2,40.609,90.154,86.7,86.382,87.884,86.599,87.905,89.414,86.103,82.961
6,2017-01-01 03:00:00,309.6,-417.6,14.4,14.4,10.8,14.4,18.0,14.4,10.8,10.8,417.6,417.6,14.4,7.2,32.4,14.4,3.6,-309.6,61.2,7.2,-0.0,14.4,7.2,41.455,90.891,87.498,87.226,88.725,87.431,88.744,90.252,86.908,83.779
7,2017-01-01 03:30:00,302.4,-414.0,18.0,18.0,10.8,14.4,18.0,14.4,14.4,10.8,414.0,414.0,18.0,10.8,28.8,14.4,3.6,-302.4,61.2,7.2,-0.0,14.4,7.2,42.287,91.587,88.251,88.056,89.551,88.233,89.567,91.076,87.637,84.515
8,2017-01-01 04:00:00,288.0,-410.4,18.0,18.0,10.8,18.0,21.6,14.4,14.4,10.8,410.4,410.4,18.0,10.8,25.2,14.4,3.6,-288.0,61.2,14.4,0.0,14.4,7.2,43.092,92.237,88.955,88.857,90.338,88.973,90.346,91.855,88.358,85.217
9,2017-01-01 04:30:00,270.0,-406.8,18.0,18.0,14.4,18.0,21.6,14.4,14.4,14.4,406.8,406.8,18.0,14.4,25.2,14.4,3.6,-270.0,61.2,21.6,3.6,18.0,10.8,43.862,92.879,89.65,89.621,91.075,89.672,91.076,92.583,88.872,85.735
10,2017-01-01 05:00:00,248.4,-403.2,21.6,21.6,14.4,25.2,25.2,18.0,18.0,14.4,403.2,403.2,21.6,18.0,18.0,14.4,3.6,-248.4,61.2,32.4,3.6,21.6,10.8,44.584,93.442,90.26,90.338,91.772,90.278,91.73,93.235,89.373,86.244
11,2017-01-01 05:30:00,223.2,-399.6,25.2,25.2,18.0,28.8,28.8,21.6,18.0,18.0,399.6,399.6,25.2,21.6,10.8,18.0,3.6,-223.2,61.2,43.2,7.2,21.6,14.4,45.255,93.964,90.824,91.003,92.376,90.783,92.272,93.773,89.653,86.477
