,timestamp,Node 2,Node 9,Node 11,Node 12,Node 13,Node 21,Node 22,Node 23,Node 31,Node 32,Link 9,Link 10,Link 11,Link 12,Link 21,Link 22,Link 31,Link 110,Link 111,Link 112,Link 113,Link 121,Link 122,Pressure 2,Pressure 10,Pressure 11,Pressure 12,Pressure 13,Pressure 21,Pressure 22,Pressure 23,Pressure 31,Pressure 32
0,2017-01-01 00:00:00,255.6,-406.8,18.0,21.6,14.4,18.0,28.8,18.0,18.0,10.8,406.8,406.8,18.0,14.4,54.0,18.0,7.2,-255.6,100.8,-3.6,0.0,25.2,3.6,36.576,92.944,89.658,82.317,83.756,84.905,83.847,85.278,83.177,79.205
1,2017-01-01 00:30:00,266.4,-403.2,18.0,18.0,10.8,18.0,28.8,14.4,14.4,10.8,403.2,403.2,18.0,10.8,57.6,14.4,7.2,-266.4,97.2,-10.8,-0.0,21.6,3.6,37.265,93.525,90.288,83.008,84.478,85.796,84.558,86.003,84.222,79.952
2,2017-01-01 01:00:00,280.8,-399.6,14.4,14.4,10.8,18.0,25.2,14.4,14.4,10.8,399.6,399.6,14.4,7.2,57.6,14.4,7.2,-280.8,97.2,-18.0,-3.6,21.6,0.0,37.985,94.188,91.007,83.731,85.228,86.611,85.311,86.759,85.148,80.731
3,2017-01-01 01:30:00,284.4,-396.0,10.8,14.4,10.8,14.4,25.2,10.8,14.4,7.2,396.0,396.0,10.8,7.2,57.6,14.4,7.2,-284.4,97.2,-18.0,-3.6,21.6,0.0,38.741,94.841,91.715,84.487,85.989,87.385,86.073,87.523,85.873,81.5
4,2017-01-01 02:00:00,291.6,-392.4,10.8,10.8,7.2,14.4,21.6,10.8,10.8,7.2,392.4,392.4,10.8,3.6,61.2,14.4,10.8,-291.6,93.6,-21.6,-3.6,21.6,-0.0,39.505,95.488,92.417,85.252,86.766,88.313,86.856,88.304,86.937,82.286
5,2017-01-01 02:30:00,295.2,-388.8,10.8,10.8,7.2,10.8,21.6,10.8,10.8,7.2,388.8,388.8,10.8,3.6,61.2,14.4,10.8,-295.2,93.6,-25.2,-7.2,21.6,-0.0,40.286,96.087,93.066,86.034,87.555,89.138,87.662,89.112,87.844,83.098
6,2017-01-01 03:00:00,288.0,-385.2,10.8,10.8,7.2,14.4,21.6,10.8,10.8,7.2,385.2,385.2,10.8,3.6,57.6,14.4,7.2,-288.0,93.6,-21.6,-3.6,21.6,-0.0,41.079,96.642,93.669,86.826,88.344,89.754,88.44,89.891,88.422,83.874
7,2017-01-01 03:30:00,277.2,-381.6,10.8,14.4,10.8,14.4,25.2,10.8,10.8,7.2,381.6,381.6,10.8,7.2,57.6,14.4,7.2,-277.2,93.6,-21.6,-3.6,21.6,-0.0,41.857,97.163,94.234,87.602,89.112,90.431,89.197,90.649,89.168,84.632
8,2017-01-01 04:00:00,266.4,-378.0,14.4,14.4,10.8,14.4,25.2,14.4,10.8,7.2,378.0,378.0,14.4,7.2,57.6,14.4,7.2,-266.4,90.0,-18.0,-3.6,21.6,0.0,42.606,97.58,94.687,88.349,89.851,91.025,89.921,91.379,89.732,85.347
9,2017-01-01 04:30:00,248.4,-378.0,14.4,14.4,10.8,18.0,25.2,14.4,14.4,10.8,378.0,378.0,14.4,10.8,54.0,14.4,7.2,-248.4,90.0,-10.8,0.0,21.6,3.6,43.325,98.011,95.155,89.065,90.533,91.498,90.606,92.057,90.1,86.0
10,2017-01-01 05:00:00,230.4,-374.4,18.0,21.6,14.4,18.0,28.8,18.0,14.4,10.8,374.4,374.4,18.0,14.4,50.4,18.0,7.2,-230.4,90.0,0.0,0.0,21.6,3.6,43.997,98.426,95.605,89.735,91.171,91.942,91.258,92.694,90.438,86.579
11,2017-01-01 05:30:00,205.2,-370.8,21.6,25.2,14.4,18.0,32.4,21.6,14.4,10.8,370.8,370.8,21.6,18.0,50.4,18.0,7.2,-205.2,90.0,10.8,3.6,21.6,7.2,44.614,98.673,95.873,90.348,91.741,92.377,91.849,93.255,90.908,87.12
12,2017-01-01 06:00:00,176.4,-370.8,25.2,25.2,18.0,25.2,39.6,25.2,18.0,14.4,370.8,370.8,25.2,25.2,43.2,21.6,3.6,-176.4,90.0,25.2,7.2,25.2,10.8,45.167,98.835,96.049,90.898,92.219,92.449,92.311,93.713,90.796,87.414
13,2017-01-01 06:30:00,162.0,-370.8,25.2,28.8,21.6,25.2,36.0,28.8,21.6,18.0,370.8,370.8,25.2,28.8,43.2,21.6,3.6,-162.0,90.0,32.4,7.2,25.2,10.8,45.644,99.135,96.375,91.373,92.626,92.723,92.735,94.103,91.016,87.634
14,2017-01-01 07:00:00,0.0,-237.6,32.4,36.0,25.2,25.2,43.2,32.4,21.6,18.0,237.6,237.6,32.4,39.6,14.4,18.0,-0.0,0.0,61.2,64.8,14.4,21.6,18.0,45.72,116.655,115.436,115.665,116.655,115.225,116.543,117.971,113.831,110.794
15,2017-01-01 07:30:00,0.0,-259.2,36.0,39.6,25.2,28.8,46.8,36.0,21.6,18.0,259.2,259.2,36.0,43.2,14.4,18.0,-0.0,0.0,68.4,72.0,18.0,21.6,21.6,45.72,114.474,113.056,112.817,113.742,112.319,113.6,115.018,110.783,107.759
16,2017-01-01 08:00:00,0.0,-277.2,36.0,46.8,28.8,32.4,50.4,39.6,25.2,21.6,277.2,277.2,36.0,46.8,14.4,18.0,-0.0,0.0,72.0,75.6,18.0,25.2,21.6,45.72,112.333,110.723,110.018,110.876,109.454,110.728,112.137,107.554,104.534
17,2017-01-01 08:30:00,0.0,-302.4,39.6,50.4,32.4,32.4,54.0,39.6,28.8,25.2,302.4,302.4,39.6,50.4,18.0,21.6,-0.0,0.0,79.2,82.8,18.0,28.8,25.2,45.72,109.142,107.25,105.854,106.578,105.215,106.407,107.801,102.966,99.954
18,2017-01-01 09:00:00,0.0,-306.0,43.2,46.8,32.4,39.6,46.8,43.2,28.8,25.2,306.0,306.0,43.2,50.4,14.4,21.6,-0.0,0.0,79.2,82.8,21.6,28.8,28.8,45.72,108.393,106.434,104.997,105.68,104.157,105.512,106.892,101.715,98.678
19,2017-01-01 09:30:00,0.0,-324.0,46.8,54.0,32.4,36.0,61.2,43.2,28.8,28.8,324.0,324.0,46.8,54.0,18.0,21.6,0.0,0.0,82.8,86.4,21.6,28.8,25.2,45.72,106.021,103.855,101.878,102.498,101.161,102.313,103.693,98.779,95.691
20,2017-01-01 10:00:00,0.0,-331.2,43.2,50.4,32.4,39.6,57.6,50.4,28.8,28.8,331.2,331.2,43.2,57.6,18.0,25.2,0.0,0.0,86.4,93.6,21.6,28.8,28.8,45.72,104.949,102.69,100.438,100.975,99.608,100.778,102.106,96.999,93.943
21,2017-01-01 10:30:00,0.0,-316.8,46.8,46.8,32.4,36.0,57.6,43.2,28.8,25.2,316.8,316.8,46.8,54.0,18.0,21.6,-0.0,0.0,82.8,86.4,21.6,28.8,25.2,45.72,107.121,105.051,103.406,104.035,102.636,103.874,105.254,100.304,97.298
22,2017-01-01 11:00:00,0.0,-320.4,43.2,50.4,32.4,39.6,54.0,43.2,28.8,25.2,320.4,320.4,43.2,54.0,14.4,21.6,-0.0,0.0,86.4,90.0,21.6,28.8,28.8,45.72,106.361,104.225,102.304,102.94,101.423,102.723,104.095,98.889,95.865
23,2017-01-01 11:30:00,0.0,-309.6,43.2,50.4,28.8,36.0,50.4,43.2,32.4,25.2,309.6,309.6,43.2,50.4,14.4,21.6,-3.6,0.0,82.8,86.4,21.6,28.8,28.8,45.72,107.963,105.966,104.415,105.119,103.638,104.924,106.311,101.023,98.11
24,2017-01-01 12:00:00,0.0,-295.2,43.2,46.8,28.8,32.4,54.0,43.2,25.2,25.2,295.2,295.2,43.2,50.4,18.0,21.6,-0.0,0.0,75.6,79.2,21.6,25.2,25.2,45.72,109.83,107.998,106.829,107.591,106.215,107.427,108.804,104.118,101.077
25,2017-01-01 12:30:00,0.0,-284.4,39.6,43.2,28.8,32.4,46.8,39.6,25.2,25.2,284.4,284.4,39.6,46.8,14.4,21.6,-0.0,0.0,75.6,79.2,18.0,25.2,25.2,45.72,111.193,109.481,108.578,109.375,107.946,109.221,110.606,105.888,102.841
26,2017-01-01 13:00:00,0.0,-270.0,36.0,43.2,25.2,32.4,46.8,36.0,25.2,18.0,270.0,270.0,36.0,43.2,14.4,18.0,-3.6,0.0,72.0,75.6,18.0,25.2,21.6,45.72,113.156,111.62,111.094,111.995,110.487,111.833,113.261,108.736,105.782
27,2017-01-01 13:30:00,0.0,-255.6,36.0,36.0,25.2,28.8,46.8,32.4,25.2,21.6,255.6,255.6,36.0,43.2,14.4,14.4,-0.0,0.0,64.8,72.0,18.0,25.2,21.6,45.72,114.792,113.403,113.311,114.237,112.743,114.085,115.532,110.975,107.932
28,2017-01-01 14:00:00,0.0,-241.2,32.4,39.6,21.6,28.8,39.6,32.4,25.2,21.6,241.2,241.2,32.4,39.6,10.8,14.4,-0.0,0.0,64.8,64.8,18.0,21.6,21.6,45.72,116.155,114.889,115.027,116.057,114.517,115.905,117.359,112.873,109.855
29,2017-01-01 14:30:00,0.0,-234.0,32.4,36.0,21.6,28.8,43.2,32.4,21.6,18.0,234.0,234.0,32.4,39.6,10.8,14.4,-0.0,0.0,61.2,64.8,18.0,21.6,18.0,45.72,117.189,116.018,116.391,117.448,115.908,117.29,118.733,114.559,111.531
30,2017-01-01 15:00:00,0.0,-223.2,28.8,36.0,21.6,25.2,43.2,28.8,21.6,18.0,223.2,223.2,28.8,36.0,10.8,14.4,-0.0,0.0,61.2,64.8,14.4,21.6,18.0,45.72,117.97,116.871,117.333,118.4,116.892,118.27,119.729,115.56,112.525
31,2017-01-01 15:30:00,0.0,-216.0,28.8,32.4,18.0,25.2,39.6,28.8,21.6,18.0,216.0,216.0,28.8,36.0,10.8,14.4,-0.0,0.0,57.6,61.2,14.4,21.6,18.0,45.72,118.669,117.634,118.293,119.401,117.836,119.255,120.722,116.505,113.477
32,2017-01-01 16:00:00,0.0,-226.8,32.4,36.0,21.6,28.8,39.6,28.8,21.6,18.0,226.8,226.8,32.4,36.0,10.8,14.4,-0.0,0.0,61.2,61.2,14.4,21.6,18.0,45.72,117.669,116.542,116.984,118.069,116.519,117.928,119.396,115.165,112.117
33,2017-01-01 16:30:00,0.0,-226.8,28.8,36.0,21.6,28.8,36.0,32.4,25.2,18.0,226.8,226.8,28.8,36.0,10.8,18.0,-3.6,0.0,61.2,64.8,18.0,21.6,21.6,45.72,117.723,116.601,117.043,118.106,116.541,117.958,119.398,115.055,112.094
34,2017-01-01 17:00:00,0.0,-226.8,32.4,36.0,21.6,28.8,39.6,28.8,25.2,18.0,226.8,226.8,32.4,36.0,10.8,14.4,-3.6,0.0,61.2,64.8,14.4,21.6,21.6,45.72,117.686,116.561,117.003,118.075,116.514,117.929,119.393,115.045,112.088
35,2017-01-01 17:30:00,0.0,-237.6,32.4,39.6,21.6,28.8,43.2,32.4,21.6,18.0,237.6,237.6,32.4,39.6,10.8,14.4,-0.0,0.0,61.2,64.8,18.0,21.6,18.0,45.72,116.639,115.418,115.644,116.687,115.153,116.53,117.983,113.747,110.717
36,2017-01-01 18:00:00,0.0,-252.0,36.0,36.0,25.2,28.8,46.8,36.0,25.2,18.0,252.0,252.0,36.0,43.2,14.4,18.0,-0.0,0.0,64.8,72.0,18.0,21.6,21.6,45.72,115.135,113.777,113.695,114.631,113.192,114.494,115.903,111.551,108.543
