,timestamp,Node 11,Link 21,Link 22,Pressure 10
0,2017-01-01 00:00:00,-1.340159037277796,1.8350517267590765,-0.21741526691425436,-0.9797542096232854
1,2017-01-01 00:30:00,-1.340159037277796,2.0253205656958175,-0.29312966148257685,-0.9448148551631219
2,2017-01-01 01:00:00,-1.6438935150226057,2.0253205656958175,-0.29312966148257685,-0.9049443009340544
3,2017-01-01 01:30:00,-1.947627992767415,2.0253205656958175,-0.29312966148257685,-0.8656751125304634
4,2017-01-01 02:00:00,-1.947627992767415,2.215589404632559,-0.29312966148257685,-0.8267667436221573
5,2017-01-01 02:30:00,-1.947627992767415,2.215589404632559,-0.29312966148257685,-0.7907449306761366
6,2017-01-01 03:00:00,-1.947627992767415,2.0253205656958175,-0.29312966148257685,-0.7573691273622116
7,2017-01-01 03:30:00,-1.947627992767415,2.0253205656958175,-0.29312966148257685,-0.726037967854905
8,2017-01-01 04:00:00,-1.6438935150226057,2.0253205656958175,-0.29312966148257685,-0.7009610129325502
9,2017-01-01 04:30:00,-1.6438935150226057,1.8350517267590765,-0.29312966148257685,-0.6750421458545289
10,2017-01-01 05:00:00,-1.340159037277796,1.6447828878223352,-0.21741526691425436,-0.6500854640972691
11,2017-01-01 05:30:00,-1.0364245595329866,1.6447828878223352,-0.21741526691425436,-0.6352317282080086
12,2017-01-01 06:00:00,-0.7326900817881775,1.264245209948853,-0.14170087234593184,-0.6254896018352957
13,2017-01-01 06:30:00,-0.7326900817881775,1.264245209948853,-0.14170087234593184,-0.607448627071011
14,2017-01-01 07:00:00,-0.12522112629855878,-0.25790550154507597,-0.21741526691425436,0.44614429916317483
15,2017-01-01 07:30:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.31498641262683025
16,2017-01-01 08:00:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.18623398939238972
17,2017-01-01 08:30:00,0.48224782919106024,-0.06763666260833484,-0.14170087234593184,-0.005661845517044655
18,2017-01-01 09:00:00,0.7859823069358697,-0.25790550154507597,-0.14170087234593184,-0.05070414584520677
19,2017-01-01 09:30:00,1.0897167846806786,-0.06763666260833484,-0.14170087234593184,-0.19334811964814566
20,2017-01-01 10:00:00,0.7859823069358697,-0.06763666260833484,-0.06598647777760942,-0.25781453613918737
21,2017-01-01 10:30:00,1.0897167846806786,-0.06763666260833484,-0.14170087234593184,-0.1271978788457713
22,2017-01-01 11:00:00,0.7859823069358697,-0.25790550154507597,-0.14170087234593184,-0.1729016815819569
23,2017-01-01 11:30:00,0.7859823069358697,-0.25790550154507597,-0.14170087234593184,-0.07656287634068093
24,2017-01-01 12:00:00,0.7859823069358697,-0.06763666260833484,-0.14170087234593184,0.03571212327571348
25,2017-01-01 12:30:00,0.48224782919106024,-0.25790550154507597,-0.14170087234593184,0.11767828528811046
26,2017-01-01 13:00:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.23572639682907598
27,2017-01-01 13:30:00,0.17851335144625072,-0.25790550154507597,-0.29312966148257685,0.3341098458769712
28,2017-01-01 14:00:00,-0.12522112629855878,-0.44817434048181704,-0.29312966148257685,0.41607600788936816
29,2017-01-01 14:30:00,-0.12522112629855878,-0.44817434048181704,-0.29312966148257685,0.4782572342435999
30,2017-01-01 15:00:00,-0.42895560404336797,-0.44817434048181704,-0.29312966148257685,0.5252239052132862
31,2017-01-01 15:30:00,-0.42895560404336797,-0.44817434048181704,-0.29312966148257685,0.5672593764140679
32,2017-01-01 16:00:00,-0.12522112629855878,-0.44817434048181704,-0.29312966148257685,0.5071227938664545
33,2017-01-01 16:30:00,-0.42895560404336797,-0.44817434048181704,-0.21741526691425436,0.5103701693240258
34,2017-01-01 17:00:00,-0.12522112629855878,-0.44817434048181704,-0.29312966148257685,0.5081451157697645
35,2017-01-01 17:30:00,-0.12522112629855878,-0.44817434048181704,-0.29312966148257685,0.4451821138424127
36,2017-01-01 18:00:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.35473669369080274
37,2017-01-01 18:30:00,0.17851335144625072,-0.44817434048181704,-0.21741526691425436,0.32532990482501956
38,2017-01-01 19:00:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.2724097121831201
39,2017-01-01 19:30:00,0.17851335144625072,-0.25790550154507597,-0.14170087234593184,0.2346439383432189
40,2017-01-01 20:00:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.17907773606922375
41,2017-01-01 20:30:00,0.17851335144625072,-0.25790550154507597,-0.14170087234593184,0.24582934269707454
42,2017-01-01 21:00:00,0.48224782919106024,-0.25790550154507597,-0.21741526691425436,0.3119194469169019
43,2017-01-01 21:30:00,0.17851335144625072,-0.25790550154507597,-0.21741526691425436,0.33904104564587506
