,timestamp,Node 2,Node 9,Node 11,Node 12,Node 13,Node 21,Node 22,Node 23,Node 31,Node 32,Link 9,Link 10,Link 11,Link 12,Link 21,Link 22,Link 31,Link 110,Link 111,Link 112,Link 113,Link 121,Link 122,Pressure 2,Pressure 10,Pressure 11,Pressure 12,Pressure 13,Pressure 21,Pressure 22,Pressure 23,Pressure 31,Pressure 32
0,2017-01-01 00:00:00,266.4,-414.0,21.6,18.0,18.0,18.0,25.2,18.0,10.8,18.0,414.0,414.0,21.6,10.8,64.8,25.2,14.4,-266.4,111.6,-14.4,-3.6,28.8,0.0,36.576,91.587,88.013,82.344,83.758,84.468,83.917,85.366,83.366,79.337
1,2017-01-01 00:30:00,273.6,-410.4,18.0,18.0,14.4,18.0,21.6,18.0,10.8,14.4,410.4,410.4,18.0,7.2,64.8,21.6,14.4,-273.6,111.6,-21.6,-7.2,28.8,-0.0,37.289,92.241,88.725,83.06,84.514,85.252,84.683,86.141,84.186,80.131
2,2017-01-01 01:00:00,288.0,-406.8,14.4,18.0,14.4,14.4,18.0,14.4,10.8,14.4,406.8,406.8,14.4,7.2,68.4,21.6,18.0,-288.0,108.0,-28.8,-7.2,25.2,-3.6,38.028,93.012,89.565,83.804,85.293,86.259,85.501,86.958,85.25,81.039
3,2017-01-01 01:30:00,295.2,-403.2,14.4,14.4,10.8,14.4,21.6,14.4,7.2,10.8,403.2,403.2,14.4,3.6,68.4,21.6,18.0,-295.2,108.0,-32.4,-7.2,25.2,-3.6,38.806,93.632,90.24,84.584,86.088,87.094,86.307,87.77,86.149,81.917
4,2017-01-01 02:00:00,298.8,-399.6,14.4,14.4,10.8,14.4,18.0,14.4,7.2,10.8,399.6,399.6,14.4,3.6,68.4,21.6,18.0,-298.8,108.0,-36.0,-7.2,25.2,-7.2,39.595,94.283,90.948,85.374,86.89,87.921,87.148,88.609,87.016,82.882
5,2017-01-01 02:30:00,302.4,-396.0,10.8,14.4,10.8,10.8,18.0,14.4,7.2,10.8,396.0,396.0,10.8,0.0,68.4,21.6,18.0,-302.4,104.4,-36.0,-7.2,25.2,-7.2,40.395,94.954,91.679,86.176,87.698,88.753,87.959,89.422,87.842,83.698
6,2017-01-01 03:00:00,295.2,-392.4,10.8,10.8,10.8,10.8,18.0,10.8,7.2,10.8,392.4,392.4,10.8,3.6,68.4,21.6,18.0,-295.2,104.4,-36.0,-7.2,25.2,-7.2,41.204,95.542,92.32,86.982,88.497,89.471,88.753,90.221,88.541,84.435
7,2017-01-01 03:30:00,284.4,-388.8,14.4,14.4,10.8,14.4,18.0,14.4,7.2,10.8,388.8,388.8,14.4,3.6,64.8,21.6,18.0,-284.4,104.4,-32.4,-7.2,25.2,-3.6,41.998,96.08,92.906,87.773,89.272,90.12,89.497,90.961,89.202,85.088
8,2017-01-01 04:00:00,273.6,-385.2,14.4,14.4,14.4,14.4,21.6,14.4,7.2,14.4,385.2,385.2,14.4,7.2,64.8,21.6,18.0,-273.6,104.4,-28.8,-7.2,25.2,-3.6,42.761,96.604,93.476,88.532,90.018,90.727,90.199,91.664,89.812,85.727
9,2017-01-01 04:30:00,255.6,-381.6,18.0,14.4,10.8,14.4,21.6,18.0,10.8,14.4,381.6,381.6,18.0,7.2,61.2,21.6,14.4,-255.6,104.4,-18.0,-3.6,25.2,-0.0,43.496,96.978,93.883,89.261,90.726,91.216,90.853,92.314,90.281,86.282
